spk	uid	orig_s	trim_s	ratio	mora	mora_per_s	cutoff_hz	band
cv_0038	common_voice_ja_39629026	2.808	1.567	0.558	0			
cv_0038	common_voice_ja_39628766	3.348	1.950	0.582	9	4.62		
cv_0038	common_voice_ja_39629032	6.048	4.841	0.800	40	8.26		
cv_0038	common_voice_ja_39629199	5.616	3.762	0.670	24	6.38		
cv_0038	common_voice_ja_39629033	2.196	1.057	0.481	0			
cv_0038	common_voice_ja_39629186	5.976	4.342	0.727	0			
cv_0038	common_voice_ja_39628809	3.060	1.823	0.596	15	8.23		
cv_0039	common_voice_ja_39766672	3.348	1.904	0.569	14	7.35	11050.209603658537	~11-12k(源22-24k)
cv_0039	common_voice_ja_39766693	2.700	1.022	0.379	8	7.83	11061.214932528408	~11-12k(源22-24k)
cv_0039	common_voice_ja_39766613	3.096	1.544	0.499	0			
cv_0039	common_voice_ja_39766681	4.680	3.007	0.643	0			
cv_0039	common_voice_ja_39766655	2.448	0.569	0.232	4	7.03		
cv_0039	common_voice_ja_39766692	3.276	1.892	0.578	15	7.93		
cv_0039	common_voice_ja_39766569	4.140	2.113	0.510	18	8.52		
cv_0039	common_voice_ja_39766690	3.096	1.683	0.544	12	7.13		
cv_0039	common_voice_ja_39766643	2.700	1.184	0.439	7	5.91		
cv_0039	common_voice_ja_39766612	3.276	1.486	0.454	12	8.08		
cv_0039	common_voice_ja_39766660	3.636	1.440	0.396	9	6.25		
cv_0039	common_voice_ja_39766685	3.168	1.382	0.436	0			
cv_0039	common_voice_ja_39766684	3.528	1.509	0.428	12	7.95		
cv_0039	common_voice_ja_39766550	4.140	2.322	0.561	17	7.32		
cv_0039	common_voice_ja_39766656	3.600	2.032	0.564	16	7.87		
cv_0039	common_voice_ja_39766552	3.240	1.300	0.401	0			
cv_0039	common_voice_ja_39766574	3.780	1.904	0.504	0			
cv_0039	common_voice_ja_39766663	4.320	2.728	0.631	0			
cv_0039	common_voice_ja_39766517	4.356	2.055	0.472	0			
cv_0039	common_voice_ja_39766703	2.556	0.685	0.268	5	7.30		
cv_0039	common_voice_ja_39766779	3.240	1.416	0.437	11	7.77		
cv_0039	common_voice_ja_39766572	4.140	2.310	0.558	0			
cv_0039	common_voice_ja_39766607	2.340	0.569	0.243	3	5.27		
cv_0039	common_voice_ja_39766700	4.140	2.334	0.564	19	8.14		
cv_0039	common_voice_ja_39766551	3.528	1.718	0.487	0			
cv_0039	common_voice_ja_39766587	4.320	2.519	0.583	22	8.73		
cv_0039	common_voice_ja_39766668	2.556	0.998	0.390	0			
cv_0039	common_voice_ja_39766682	3.096	1.405	0.454	12	8.54		
cv_0039	common_voice_ja_39766687	3.456	1.765	0.511	13	7.37		
cv_0039	common_voice_ja_39766580	3.240	1.115	0.344	0			
cv_0039	common_voice_ja_39766626	4.248	2.299	0.541	19	8.26		
cv_0039	common_voice_ja_39766667	2.808	0.755	0.269	0			
cv_0039	common_voice_ja_39766591	2.808	1.126	0.401	9	7.99		
cv_0039	common_voice_ja_39766639	2.988	1.196	0.400	9	7.53		
cv_0039	common_voice_ja_39766559	2.700	1.080	0.400	7	6.48		
cv_0039	common_voice_ja_39766686	2.916	1.091	0.374	7	6.42		
cv_0039	common_voice_ja_39766516	6.660	4.029	0.605	25	6.21		
cv_0039	common_voice_ja_39766675	5.688	3.901	0.686	31	7.95		
cv_0039	common_voice_ja_39766537	3.600	0.627	0.174	3	4.78		
cv_0039	common_voice_ja_39766679	3.096	1.637	0.529	12	7.33		
cv_0039	common_voice_ja_39766691	2.700	1.254	0.464	10	7.97		
cv_0039	common_voice_ja_39766683	3.420	1.567	0.458	13	8.30		
cv_0039	common_voice_ja_39766647	3.528	1.741	0.493	13	7.47		
cv_0039	common_voice_ja_39766585	5.760	3.564	0.619	31	8.70		
cv_0039	common_voice_ja_39766665	3.348	1.672	0.499	12	7.18		
cv_0039	common_voice_ja_39766565	3.276	1.521	0.464	0			
cv_0039	common_voice_ja_39766615	3.636	1.614	0.444	15	9.29		
cv_0039	common_voice_ja_39766549	4.140	0.917	0.221	5	5.45		
cv_0039	common_voice_ja_39766518	5.796	2.705	0.467	15	5.55		
cv_0039	common_voice_ja_39766629	3.240	1.358	0.419	0			
cv_0039	common_voice_ja_39766584	9.936	8.394	0.845	0			
cv_0039	common_voice_ja_39766680	5.220	3.448	0.661	30	8.70		
cv_0039	common_voice_ja_39766599	3.348	1.556	0.465	14	9.00		
cv_0039	common_voice_ja_39766635	4.320	2.078	0.481	18	8.66		
cv_0039	common_voice_ja_39766636	3.276	1.823	0.556	12	6.58		
cv_0039	common_voice_ja_39766642	2.916	1.115	0.382	8	7.17		
cv_0040	common_voice_ja_36488717	3.780	3.286	0.869	24	7.30	10837.51656360424	~11-12k(源22-24k)
cv_0040	common_voice_ja_36463175	6.408	4.725	0.737	51	10.79	10975.90218058968	~11-12k(源22-24k)
cv_0040	common_voice_ja_36463177	3.996	2.856	0.715	0			
cv_0040	common_voice_ja_36488681	9.108	8.626	0.947	60	6.96		
cv_0040	common_voice_ja_36488658	6.480	5.991	0.925	30	5.01		
cv_0040	common_voice_ja_36463176	2.628	2.067	0.787	14	6.77		
cv_0040	common_voice_ja_36463123	3.636	1.347	0.370	0			
cv_0040	common_voice_ja_36463203	5.580	3.913	0.701	31	7.92		
cv_0040	common_voice_ja_36488720	4.860	4.412	0.908	30	6.80		
cv_0040	common_voice_ja_36463205	3.240	2.543	0.785	17	6.69		
cv_0040	common_voice_ja_36463154	3.600	1.962	0.545	18	9.17		
cv_0040	common_voice_ja_36488705	2.448	1.997	0.816	12	6.01		
cv_0040	common_voice_ja_36488679	2.916	2.461	0.844	8	3.25		
cv_0040	common_voice_ja_36463155	3.456	2.171	0.628	24	11.05		
cv_0040	common_voice_ja_36463173	6.948	5.375	0.774	49	9.12		
cv_0040	common_voice_ja_36488678	2.268	1.347	0.594	6	4.45		
cv_0040	common_voice_ja_36488693	3.528	3.077	0.872	15	4.87		
cv_0040	common_voice_ja_36463126	5.436	4.168	0.767	41	9.84		
cv_0040	common_voice_ja_36488694	4.860	4.331	0.891	22	5.08		
cv_0040	common_voice_ja_36488682	3.456	2.972	0.860	14	4.71		
cv_0040	common_voice_ja_36488704	6.768	6.293	0.930	45	7.15		
cv_0040	common_voice_ja_36488656	5.256	4.807	0.915	23	4.78		
cv_0040	common_voice_ja_36488696	4.968	4.470	0.900	0			
cv_0040	common_voice_ja_36488718	2.808	2.728	0.972	12	4.40		
cv_0040	common_voice_ja_36463207	9.828	8.766	0.892	83	9.47		
cv_0041	common_voice_ja_41981128	2.628	1.254	0.477	10	7.97	10951.627604166668	~11-12k(源22-24k)
cv_0041	common_voice_ja_41981138	3.060	1.788	0.584	14	7.83	10963.4765625	~11-12k(源22-24k)
cv_0041	common_voice_ja_41981066	6.228	4.679	0.751	0			
cv_0041	common_voice_ja_41981052	2.808	1.533	0.546	9	5.87		
cv_0041	common_voice_ja_41981087	2.700	1.440	0.533	13	9.03		
cv_0041	common_voice_ja_41981116	4.500	1.974	0.439	17	8.61		
cv_0041	common_voice_ja_41981125	4.608	3.262	0.708	24	7.36		
cv_0041	common_voice_ja_41981074	2.736	1.567	0.573	12	7.66		
cv_0041	common_voice_ja_41981109	2.880	1.765	0.613	13	7.37		
cv_0041	common_voice_ja_41981132	1.656	0.511	0.309	3	5.87		
cv_0041	common_voice_ja_41980954	5.868	2.856	0.487	19	6.65		
cv_0041	common_voice_ja_41981103	3.600	0.824	0.229	5	6.07		
cv_0041	common_voice_ja_41981101	1.800	0.592	0.329	3	5.07		
cv_0041	common_voice_ja_41981068	3.780	1.950	0.516	14	7.18		
cv_0041	common_voice_ja_41981114	2.988	1.753	0.587	0			
cv_0041	common_voice_ja_41981077	2.736	1.463	0.535	12	8.20		
cv_0041	common_voice_ja_41981039	5.580	2.833	0.508	16	5.65		
cv_0041	common_voice_ja_41981090	4.536	2.972	0.655	24	8.08		
cv_0041	common_voice_ja_41981122	2.556	0.546	0.214	4	7.33		
cv_0041	common_voice_ja_41981124	1.800	0.731	0.406	4	5.47		
cv_0041	common_voice_ja_41981073	5.148	3.936	0.765	25	6.35		
cv_0041	common_voice_ja_41981130	4.320	2.554	0.591	0			
cv_0041	common_voice_ja_41981108	2.520	1.312	0.521	9	6.86		
cv_0041	common_voice_ja_41981059	2.016	0.720	0.357	4	5.56		
cv_0041	common_voice_ja_41981086	2.160	0.766	0.355	4	5.22		
cv_0041	common_voice_ja_41981045	3.528	2.450	0.694	0			
cv_0041	common_voice_ja_41981075	3.348	2.136	0.638	0			
cv_0041	common_voice_ja_41981062	3.060	1.997	0.653	17	8.51		
cv_0041	common_voice_ja_41981084	2.196	1.161	0.529	9	7.75		
cv_0041	common_voice_ja_41981133	1.908	0.917	0.481	7	7.63		
cv_0041	common_voice_ja_41981139	5.256	3.576	0.680	28	7.83		
cv_0041	common_voice_ja_41981040	5.760	4.609	0.800	24	5.21		
cv_0041	common_voice_ja_41981060	2.520	1.103	0.438	8	7.25		
cv_0041	common_voice_ja_41981142	2.160	0.755	0.350	6	7.95		
cv_0041	common_voice_ja_41981113	2.376	0.987	0.415	8	8.11		
cv_0041	common_voice_ja_41981111	2.736	1.440	0.526	12	8.33		
cv_0041	common_voice_ja_41981064	2.880	1.219	0.423	9	7.38		
cv_0041	common_voice_ja_41981106	2.628	1.463	0.557	11	7.52		
cv_0041	common_voice_ja_41981088	3.096	1.614	0.521	13	8.05		
cv_0041	common_voice_ja_41981044	3.348	2.914	0.870	11	3.77		
cv_0041	common_voice_ja_41981127	2.448	1.509	0.616	12	7.95		
cv_0041	common_voice_ja_41981051	7.488	5.979	0.798	37	6.19		
cv_0041	common_voice_ja_41981047	3.816	2.450	0.642	0			
cv_0041	common_voice_ja_41981141	2.340	0.789	0.337	6	7.60		
cv_0041	common_voice_ja_41981118	3.096	1.463	0.473	11	7.52		
cv_0041	common_voice_ja_41981078	3.996	2.206	0.552	18	8.16		
cv_0041	common_voice_ja_41981143	1.908	0.778	0.408	6	7.71		
cv_0041	common_voice_ja_41981050	5.868	4.470	0.762	36	8.05		
cv_0041	common_voice_ja_41981089	3.168	1.602	0.506	13	8.11		
cv_0041	common_voice_ja_41981123	2.808	1.521	0.542	13	8.55		
cv_0041	common_voice_ja_41981104	2.196	1.103	0.502	6	5.44		
cv_0041	common_voice_ja_41981076	3.456	2.032	0.588	16	7.87		
cv_0041	common_voice_ja_41981126	3.240	1.974	0.609	0			
cv_0042	common_voice_ja_35848012	3.420	1.591	0.465	10	6.29	11087.24195939781	~11-12k(源22-24k)
cv_0042	common_voice_ja_35848620	2.988	1.823	0.610	10	5.49	11063.403164808917	~11-12k(源22-24k)
cv_0042	common_voice_ja_35848964	6.156	3.297	0.536	32	9.71		
cv_0042	common_voice_ja_35848803	4.356	2.798	0.642	24	8.58		
cv_0042	common_voice_ja_35848369	4.248	2.775	0.653	23	8.29		
cv_0042	common_voice_ja_35848429	2.736	2.252	0.823	10	4.44		
cv_0042	common_voice_ja_35848310	2.988	1.300	0.435	10	7.69		
cv_0042	common_voice_ja_35848150	3.060	1.649	0.539	10	6.06		
cv_0042	common_voice_ja_35848389	4.356	2.566	0.589	23	8.96		
cv_0042	common_voice_ja_35848597	3.060	2.995	0.979	12	4.01		
cv_0042	common_voice_ja_35848428	6.660	4.969	0.746	43	8.65		
cv_0042	common_voice_ja_35848773	3.528	2.125	0.602	19	8.94		
cv_0042	common_voice_ja_35848966	4.860	3.146	0.647	29	9.22		
cv_0042	common_voice_ja_35848308	4.680	4.435	0.948	25	5.64		
cv_0042	common_voice_ja_35848528	2.808	1.300	0.463	10	7.69		
cv_0042	common_voice_ja_35848967	3.528	1.741	0.493	16	9.19		
cv_0042	common_voice_ja_35848921	2.628	1.231	0.468	10	8.12		
cv_0042	common_voice_ja_35848198	4.320	2.624	0.607	21	8.00		
cv_0042	common_voice_ja_35848920	2.916	1.544	0.529	13	8.42		
cv_0042	common_voice_ja_35848254	3.636	1.881	0.517	17	9.04		
cv_0042	common_voice_ja_35848370	3.780	1.939	0.513	14	7.22		
cv_0042	common_voice_ja_35848715	5.616	4.040	0.719	36	8.91		
cv_0042	common_voice_ja_35848313	2.988	1.869	0.626	0			
cv_0042	common_voice_ja_35848716	2.700	1.277	0.473	11	8.61		
cv_0042	common_voice_ja_35848202	3.168	1.939	0.612	11	5.67		
cv_0042	common_voice_ja_35848848	3.060	1.440	0.471	12	8.33		
cv_0042	common_voice_ja_35848854	2.916	2.171	0.745	10	4.61		
cv_0042	common_voice_ja_35848745	3.636	1.974	0.543	19	9.63		
cv_0042	common_voice_ja_35848532	6.120	4.551	0.744	39	8.57		
cv_0042	common_voice_ja_35848712	3.780	2.926	0.774	0			
cv_0042	common_voice_ja_35848371	2.988	2.368	0.793	11	4.65		
cv_0042	common_voice_ja_35848494	8.280	7.059	0.853	0			
cv_0042	common_voice_ja_35848667	2.808	1.474	0.525	9	6.11		
cv_0042	common_voice_ja_35848493	4.860	3.866	0.795	34	8.79		
cv_0042	common_voice_ja_35848619	3.780	2.566	0.679	24	9.35		
cv_0042	common_voice_ja_35848154	2.880	2.601	0.903	9	3.46		
cv_0042	common_voice_ja_35848595	2.880	1.300	0.451	10	7.69		
cv_0042	common_voice_ja_35848252	5.688	4.238	0.745	35	8.26		
cv_0042	common_voice_ja_35848617	5.148	3.878	0.753	0			
cv_0042	common_voice_ja_35848152	3.060	1.858	0.607	11	5.92		
cv_0042	common_voice_ja_35848802	3.816	2.554	0.669	23	9.01		
cv_0042	common_voice_ja_35848430	2.556	1.254	0.491	10	7.97		
cv_0042	common_voice_ja_35848251	6.480	4.400	0.679	41	9.32		
cv_0042	common_voice_ja_35848776	3.060	1.579	0.516	13	8.23		
cv_0042	common_voice_ja_35848778	5.436	3.820	0.703	31	8.12		
cv_0042	common_voice_ja_35848742	3.600	1.486	0.413	12	8.08		
cv_0042	common_voice_ja_35848372	3.600	1.300	0.361	9	6.92		
cv_0042	common_voice_ja_35848616	3.528	2.322	0.658	18	7.75		
cv_0042	common_voice_ja_35848713	3.708	2.125	0.573	16	7.53		
cv_0042	common_voice_ja_35848922	5.868	4.551	0.776	39	8.57		
cv_0042	common_voice_ja_35848923	3.708	1.939	0.523	16	8.25		
cv_0042	common_voice_ja_35848593	2.880	1.393	0.484	8	5.74		
cv_0042	common_voice_ja_35848853	2.628	1.788	0.680	8	4.47		
cv_0042	common_voice_ja_35848743	5.580	3.924	0.703	33	8.41		
cv_0042	common_voice_ja_35848873	2.808	1.207	0.430	11	9.11		
cv_0042	common_voice_ja_35848666	3.168	1.358	0.429	11	8.10		
cv_0042	common_voice_ja_35848870	3.600	2.171	0.603	0			
cv_0042	common_voice_ja_35848495	6.048	4.447	0.735	37	8.32		
cv_0042	common_voice_ja_35848875	5.148	3.564	0.692	31	8.70		
cv_0042	common_voice_ja_35848775	3.096	1.649	0.533	15	9.10		
cv_0042	common_voice_ja_35848850	3.780	2.485	0.657	0			
cv_0042	common_voice_ja_35848497	3.240	1.521	0.469	12	7.89		
cv_0042	common_voice_ja_35848805	5.328	4.574	0.858	30	6.56		
cv_0042	common_voice_ja_35848153	4.716	3.123	0.662	0			
cv_0042	common_voice_ja_35848256	3.960	3.065	0.774	13	4.24		
cv_0042	common_voice_ja_35848199	2.736	1.811	0.662	9	4.97		
cv_0042	common_voice_ja_35848714	8.136	6.711	0.825	0			
cv_0042	common_voice_ja_35848007	5.220	3.111	0.596	9	2.89		
cv_0042	common_voice_ja_35848311	3.060	2.322	0.759	10	4.31		
cv_0042	common_voice_ja_35848670	2.880	1.428	0.496	12	8.40		
cv_0042	common_voice_ja_35848968	5.076	3.901	0.769	37	9.48		
cv_0042	common_voice_ja_35848156	3.096	1.370	0.443	11	8.03		
cv_0042	common_voice_ja_35848432	2.916	1.196	0.410	10	8.36		
cv_0042	common_voice_ja_35848596	3.060	1.196	0.391	9	7.53		
cv_0042	common_voice_ja_35848531	2.916	1.161	0.398	9	7.75		
cv_0042	common_voice_ja_35848393	3.636	1.927	0.530	18	9.34		
cv_0042	common_voice_ja_35848871	2.520	1.115	0.442	8	7.17		
cv_0042	common_voice_ja_35848309	4.500	2.728	0.606	25	9.16		
cv_0043	common_voice_ja_38996616	6.192	5.700	0.921	40	7.02	11003.422941064155	~11-12k(源22-24k)
cv_0043	common_voice_ja_38995036	6.768	6.211	0.918	0		10926.792494158879	~11-12k(源22-24k)
cv_0043	common_voice_ja_38994767	9.180	8.348	0.909	0			
cv_0043	common_voice_ja_38995035	2.664	2.090	0.785	12	5.74		
cv_0043	common_voice_ja_38994782	10.296	9.648	0.937	0			
cv_0043	common_voice_ja_38996740	3.744	3.100	0.828	0			
cv_0043	common_voice_ja_38995479	3.564	3.042	0.854	17	5.59		
cv_0043	common_voice_ja_38996738	5.076	3.448	0.679	29	8.41		
cv_0043	common_voice_ja_38995037	5.184	4.632	0.894	0			
cv_0043	common_voice_ja_38995430	3.564	2.740	0.769	19	6.93		
cv_0043	common_voice_ja_38995011	4.716	4.214	0.894	30	7.12		
cv_0043	common_voice_ja_38976751	10.116	9.555	0.945	68	7.12		
cv_0043	common_voice_ja_38996604	4.932	4.029	0.817	33	8.19		
cv_0044	common_voice_ja_42138534	2.628	1.393	0.530	12	8.61	10991.264648437498	~11-12k(源22-24k)
cv_0044	common_voice_ja_42138504	2.016	1.528	0.758	9	5.89	10953.355983501973	~11-12k(源22-24k)
cv_0044	common_voice_ja_42138556	2.016	0.824	0.409	7	8.50		
cv_0044	common_voice_ja_42138482	3.528	2.995	0.849	31	10.35		
cv_0044	common_voice_ja_42138560	3.996	2.868	0.718	17	5.93		
cv_0044	common_voice_ja_42138409	4.968	4.203	0.846	32	7.61		
cv_0044	common_voice_ja_42138532	2.160	0.697	0.323	5	7.17		
cv_0044	common_voice_ja_42138428	5.148	4.040	0.785	0			
cv_0044	common_voice_ja_42138466	3.636	2.612	0.718	29	11.10		
cv_0044	common_voice_ja_42138468	3.348	2.473	0.739	25	10.11		
cv_0044	common_voice_ja_42138533	2.160	1.219	0.564	11	9.02		
cv_0044	common_voice_ja_42138444	2.376	0.778	0.327	6	7.71		
cv_0044	common_voice_ja_42138454	2.556	1.672	0.654	16	9.57		
cv_0044	common_voice_ja_42138530	2.520	1.300	0.516	14	10.77		
cv_0044	common_voice_ja_42138561	1.836	0.778	0.424	6	7.71		
cv_0044	common_voice_ja_42138506	4.068	0.998	0.245	0			
cv_0044	common_voice_ja_42138377	2.808	1.149	0.409	8	6.96		
cv_0044	common_voice_ja_42138547	2.448	1.405	0.574	0			
cv_0044	common_voice_ja_42138378	2.340	1.161	0.496	5	4.31		
cv_0044	common_voice_ja_42138535	2.160	1.184	0.548	13	10.98		
cv_0044	common_voice_ja_42138380	2.736	1.556	0.569	9	5.78		
cv_0044	common_voice_ja_42138562	3.240	2.450	0.756	26	10.61		
cv_0044	common_voice_ja_42138407	3.240	1.823	0.563	18	9.87		
cv_0044	common_voice_ja_42138449	6.876	6.084	0.885	0			
cv_0044	common_voice_ja_42138569	2.556	1.567	0.613	16	10.21		
cv_0044	common_voice_ja_42138485	5.868	4.598	0.784	0			
cv_0044	common_voice_ja_42138531	2.448	1.358	0.555	12	8.84		
cv_0044	common_voice_ja_42138550	2.196	0.801	0.365	8	9.99		
cv_0044	common_voice_ja_42138558	1.800	0.906	0.503	8	8.83		
cv_0044	common_voice_ja_42138429	4.320	3.228	0.747	0			
cv_0044	common_voice_ja_42138529	3.636	2.833	0.779	33	11.65		
cv_0044	common_voice_ja_42138450	2.520	0.720	0.286	4	5.56		
cv_0044	common_voice_ja_42138414	14.976	12.887	0.861	0			
cv_0044	common_voice_ja_42138427	2.556	1.451	0.568	14	9.65		
cv_0044	common_voice_ja_42138446	3.636	2.508	0.690	24	9.57		
cv_0044	common_voice_ja_42138464	2.268	1.521	0.671	15	9.86		
cv_0044	common_voice_ja_42138467	3.816	3.088	0.809	0			
cv_0044	common_voice_ja_42138549	1.800	0.627	0.348	0			
cv_0044	common_voice_ja_42138408	2.376	1.196	0.503	0			
cv_0045	common_voice_ja_36143825	4.680	3.413	0.729	25	7.32	10996.875	~11-12k(源22-24k)
cv_0045	common_voice_ja_36143820	2.916	1.312	0.450	10	7.62	11000.608407079646	~11-12k(源22-24k)
cv_0045	common_voice_ja_36144588	4.968	3.657	0.736	32	8.75		
cv_0045	common_voice_ja_36143765	2.448	1.370	0.560	10	7.30		
cv_0045	common_voice_ja_36143606	3.600	1.881	0.522	0			
cv_0045	common_voice_ja_36144849	3.708	2.635	0.711	25	9.49		
cv_0045	common_voice_ja_36143824	5.076	4.005	0.789	37	9.24		
cv_0045	common_voice_ja_36144531	4.356	1.382	0.317	10	7.24		
cv_0045	common_voice_ja_36146911	3.240	1.927	0.595	17	8.82		
cv_0045	common_voice_ja_36145095	3.636	2.868	0.789	26	9.07		
cv_0045	common_voice_ja_36145093	2.736	1.405	0.514	12	8.54		
cv_0045	common_voice_ja_36144848	5.616	4.029	0.717	35	8.69		
cv_0045	common_voice_ja_36144707	4.968	4.063	0.818	39	9.60		
cv_0045	common_voice_ja_36144927	9.936	8.661	0.872	70	8.08		
cv_0045	common_voice_ja_36144024	2.520	2.043	0.811	10	4.89		
cv_0045	common_voice_ja_36145251	3.816	2.740	0.718	25	9.12		
cv_0045	common_voice_ja_36143541	7.128	5.840	0.819	51	8.73		
cv_0045	common_voice_ja_36144846	3.636	1.370	0.377	12	8.76		
cv_0045	common_voice_ja_36146715	3.060	1.765	0.577	17	9.63		
cv_0045	common_voice_ja_36143902	4.896	3.750	0.766	40	10.67		
cv_0045	common_voice_ja_36143609	4.680	3.529	0.754	28	7.93		
cv_0045	common_voice_ja_36144809	5.688	4.052	0.712	35	8.64		
cv_0045	common_voice_ja_36144933	7.128	6.014	0.844	49	8.15		
cv_0045	common_voice_ja_36143296	4.536	3.193	0.704	26	8.14		
cv_0045	common_voice_ja_36144530	3.420	2.043	0.597	22	10.77		
cv_0045	common_voice_ja_36144422	3.888	2.694	0.693	24	8.91		
cv_0045	common_voice_ja_36144663	3.420	2.136	0.625	19	8.90		
cv_0045	common_voice_ja_36143723	4.896	3.889	0.794	30	7.71		
cv_0045	common_voice_ja_36144812	3.168	1.393	0.440	11	7.90		
cv_0045	common_voice_ja_36147002	2.520	1.544	0.613	14	9.07		
cv_0045	common_voice_ja_36144705	7.380	6.455	0.875	0			
cv_0045	common_voice_ja_36144807	3.996	2.589	0.648	20	7.72		
cv_0045	common_voice_ja_36143766	3.636	2.647	0.728	23	8.69		
cv_0045	common_voice_ja_36145363	3.276	2.229	0.680	19	8.52		
cv_0045	common_voice_ja_36145044	3.420	2.322	0.679	21	9.04		
cv_0045	common_voice_ja_36146915	3.096	2.078	0.671	19	9.14		
cv_0045	common_voice_ja_36146859	2.556	1.231	0.482	11	8.94		
cv_0045	common_voice_ja_36144808	2.700	1.347	0.499	11	8.17		
cv_0045	common_voice_ja_36143767	2.880	1.823	0.633	17	9.33		
cv_0045	common_voice_ja_36144930	7.128	6.374	0.894	0			
cv_0045	common_voice_ja_36144703	3.960	2.902	0.733	0			
cv_0045	common_voice_ja_36144021	5.868	4.888	0.833	43	8.80		
cv_0045	common_voice_ja_36144584	3.636	2.473	0.680	25	10.11		
cv_0045	common_voice_ja_36145194	7.596	6.374	0.839	54	8.47		
cv_0045	common_voice_ja_36145190	2.700	2.218	0.821	20	9.02		
cv_0045	common_voice_ja_36145145	2.448	1.498	0.612	13	8.68		
cv_0045	common_voice_ja_36145356	4.248	2.833	0.667	0			
cv_0045	common_voice_ja_36143822	7.596	6.455	0.850	59	9.14		
cv_0045	common_voice_ja_36145097	3.996	3.007	0.753	0			
cv_0045	common_voice_ja_36143768	5.796	4.876	0.841	41	8.41		
cv_0045	common_voice_ja_36145045	2.340	1.068	0.456	11	10.30		
cv_0045	common_voice_ja_36144926	8.100	6.873	0.849	0			
cv_0045	common_voice_ja_36143898	9.900	8.487	0.857	64	7.54		
cv_0045	common_voice_ja_36146913	4.788	3.576	0.747	33	9.23		
cv_0045	common_voice_ja_36144421	5.328	3.727	0.700	31	8.32		
cv_0045	common_voice_ja_36143826	2.988	1.765	0.591	18	10.20		
cv_0045	common_voice_ja_36144023	3.996	2.728	0.683	24	8.80		
cv_0045	common_voice_ja_36144529	2.808	1.602	0.571	15	9.36		
cv_0045	common_voice_ja_36146962	3.456	2.508	0.726	18	7.18		
cv_0045	common_voice_ja_36144811	2.340	1.126	0.481	9	7.99		
cv_0045	common_voice_ja_36143540	8.136	6.594	0.810	45	6.82		
cv_0045	common_voice_ja_36146766	3.276	1.997	0.610	19	9.51		
cv_0045	common_voice_ja_36145049	3.276	1.730	0.528	15	8.67		
cv_0045	common_voice_ja_36147000	4.536	2.972	0.655	24	8.08		
cv_0045	common_voice_ja_36145248	4.068	3.587	0.882	27	7.53		
cv_0045	common_voice_ja_36144526	3.096	1.765	0.570	15	8.50		
cv_0045	common_voice_ja_36146958	3.600	2.647	0.735	20	7.56		
cv_0045	common_voice_ja_36146764	4.860	3.402	0.700	0			
cv_0045	common_voice_ja_36145247	3.276	1.985	0.606	18	9.07		
cv_0045	common_voice_ja_36144022	2.556	1.173	0.459	9	7.67		
cv_0045	common_voice_ja_36145013	2.808	1.649	0.587	12	7.28		
cv_0045	common_voice_ja_36145096	2.700	1.846	0.684	0			
cv_0045	common_voice_ja_36144706	2.340	1.068	0.456	10	9.36		
cv_0045	common_voice_ja_36146858	3.528	2.380	0.675	23	9.66		
cv_0045	common_voice_ja_36144662	3.096	1.892	0.611	17	8.99		
cv_0045	common_voice_ja_36145362	4.608	2.810	0.610	26	9.25		
cv_0045	common_voice_ja_36144702	7.236	5.155	0.712	0			
cv_0045	common_voice_ja_36144583	5.220	3.297	0.632	28	8.49		
cv_0045	common_voice_ja_36145249	2.736	1.393	0.509	13	9.33		
cv_0045	common_voice_ja_36144845	5.580	3.344	0.599	0			
cv_0045	common_voice_ja_36143293	5.256	3.913	0.744	35	8.94		
cv_0045	common_voice_ja_36146710	3.060	1.869	0.611	17	9.10		
cv_0045	common_voice_ja_36143607	4.896	3.866	0.790	34	8.79		
cv_0045	common_voice_ja_36145359	3.096	2.020	0.652	19	9.41		
cv_0045	common_voice_ja_36144357	2.808	1.138	0.405	9	7.91		
